@info
{
    "table":{
        "name":"candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT
18858,3085,1858,b'Final Fantasy Crystal Chronicles: My Life as a Dark Lord',b'Final Fantasy: Mystic Quest',07/20/2009,09/24/2010
18859,3151,5259,b'Harry Potter and the Half-Blood Prince',b'Harry Potter and the Deathly Hallows: Part 1',06/30/2009,11/01/2010
18860,2379,189,b'Resistance 3',b'Resistance 3',09/06/2011,09/06/2011
18861,3566,1261,b'Super Mario All-Stars Wii',b'Wii Play',10/31/2010,02/12/2007
18862,3377,1261,b'New Super Mario Bros. Wii',b'Wii Play',11/20/2009,02/12/2007
18863,1271,450,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: Outfit Pack 2',03/05/2013,05/07/2013
18864,2231,835,b'Ninja Gaiden Sigma 2',"b""Ninja Gaiden 3: Razor's Edge""",09/29/2009,04/02/2013
18865,3524,638,b'Skate It',b'skate it',11/19/2008,11/19/2008
18866,1885,4583,b'Harry Potter and the Deathly Hallows Part 1',b'Harry Potter and the Order of the Phoenix',11/16/2010,06/25/2007
18867,2369,1441,b'Resident Evil 6 Anthology',b'Resident Evil 4',10/02/2012,09/20/2011
18868,81,3067,b'Batman: Arkham City',"b""Batman: Arkham City - Harley Quinn's Revenge""",10/18/2011,05/29/2012
18869,2029,3663,"b""Lone Survivor: The Director's Cut""","b""Mafia II: Director's Cut""",09/24/2013,03/31/2011
18870,2918,2299,"b""Broken Sword: Shadow of the Templars (The Director's Cut)""",b'Sword of Vermilion',03/24/2009,03/05/2007
18871,1233,2561,b'The Walking Dead: Episode 5: No Time Left',b'BioShock Infinite: Burial at Sea - Episode One',11/21/2012,11/12/2013
18872,648,1480,b'Lightning Returns: Final Fantasy XIII',b'Lightning Returns: Final Fantasy XIII - Shogun',02/11/2014,01/28/2014
18873,257,5309,b'Dance Dance Revolution Universe',b'Phantasy Star Universe: Ambition of the Illuminus',03/27/2007,11/20/2007
18874,511,308,b'Guitar Hero: Aerosmith',b'Guitar Hero II / Guitar Hero: Aerosmith Dual Pack',06/29/2008,11/01/2008
18875,1471,6707,b'Attouteki Yuugi: Mugen Souls Z',"b""Demon's Souls""",04/25/2013,10/06/2009
18876,906,5486,b'Pocket Bike Racer',b'2060 Cyber Racer',,06/03/2009
18877,472,3255,b'Gatling Gears',b'Gears of War: Triple Pack',05/11/2011,02/15/2011
18878,748,4262,b'Monday Night Combat',b'Fight Night Champion',,03/01/2011
18879,489,3067,b'Gotham City Impostors',"b""Batman: Arkham City - Harley Quinn's Revenge""",02/08/2012,05/29/2012
18880,2596,2456,b'Star Wars: The Force Unleashed II',b'Spectral Force 2',10/26/2010,05/31/2007
18881,2233,839,b'Nobunaga no Yabou: Tendou',"b""Ni No Kuni: Wrath of the White Witch (Wizard's Edition)""",03/04/2010,02/01/2013
18882,3528,154,b'Skylanders Trap Team',b'Skylanders: Swap Force - Scratch / Fryno / Thorn Horn Camo',10/05/2014,05/29/2014
18883,2420,2240,b'Rugby League Live',b'NBA Live 08',11/05/2010,10/02/2007
18884,2603,2839,b'Street Fighter X Tekken',b'Street Fighter Alpha 2',03/06/2012,06/04/2009
18885,1135,3759,b'Star Wars: The Force Unleashed -- Ultimate Sith Edition',b'Skylanders: Swap Force - Night Shift / Boom Jet',11/03/2009,11/15/2013
18886,1977,4870,b'Killzone HD',b'Killzone 3',10/23/2012,02/22/2011
18887,1482,2038,b'Batman: Arkham City: Game of the Year Edition',"b""Batman: Arkham Asylum (Collector's Edition)""",03/29/2012,08/28/2009
18888,639,6409,b'LEGO Rock Band',b'Rock of Ages',11/03/2009,08/31/2011
18889,2970,5713,b'Crash Car Racer',b'Sprint Car Challenge',03/29/2011,01/21/2011
18890,1962,4855,b'Just Cause 2',b'Just Dance 2014',03/23/2010,10/08/2013
18891,191,1667,b'Call of Juarez: Gunslinger',b'Call of Duty 4: Modern Warfare - Game of the Year Edition',05/22/2013,04/07/2008
18892,1790,3691,b'FIFA Soccer 08',b'MotoGP 08',10/09/2007,10/24/2008
18893,61,5690,"b""Assassin's Creed Rogue""","b""Assassin's Creed IV: Black Flag""",11/11/2014,10/29/2013
18894,891,3543,b'Penny Arcade Adventures: Episode Two',b'The Walking Dead: Season Two - Season Pass',10/29/2008,12/18/2013
18895,2890,4915,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Ignitor (Series 2)',,10/21/2012
18896,2625,3968,b'Tales of Xillia',b'Tales of Graces f (Special Day 1 Edition)',08/06/2013,08/31/2012
18897,3529,6156,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Drill Sergeant""",10/16/2011,10/16/2011
18898,115,2560,b'BioShock',b'BioShock Infinite',08/21/2007,03/26/2013
18899,2034,3398,b'Lucha Libre AAA Heroes del Ring',b'Ehrgeiz: God Bless the Ring',10/12/2010,07/09/2008
18900,2575,1824,b'Space Invaders Infinity Gene',b'Disney Infinity: Toy Story Play Set',09/14/2010,10/22/2013
18901,3286,1946,b'Mario Party 8',b'Mario Party 8',05/29/2008,05/29/2007
18902,2330,6349,b'Ratchet & Clank',b'Ratchet & Clank Future: Tools of Destruction',08/28/2012,10/23/2007
18903,1453,231,"b""Assassin's Creed Ezio Trilogy""","b""Assassin's Creed: Brotherhood - Copernicus Conspiracy Missions""",11/13/2012,11/01/2010
18905,1175,6380,b'The Amazing Spider-Man',b'Spider-Man: Shattered Dimensions',04/29/2014,09/07/2010
18906,884,1352,b'Overlord II',b'Overlord',06/23/2009,06/29/2007
18907,2375,181,b'Resident Evil: The Darkside Chronicles',b'Resident Evil: Code: Veronica X',06/17/2012,09/27/2011
18909,2859,159,b'Angry Birds Star Wars',b'Skylanders: Swap Force - Star Strike (LightCore)',,10/13/2013
18910,1511,6544,b'BioShock Infinite',b'BioShock Infinite: Burial at Sea - Episode One',03/26/2013,11/12/2013
18911,1200,3143,b'The History Channel: Civil War - A Nation Divided',"b""Call of Duty: World at War (Limited Collector's Edition)""",11/10/2006,11/11/2008
18912,1967,4862,b'Kane & Lynch: Dead Men',b'Kane & Lynch: Dead Men (Limited Edition)',11/13/2007,11/01/2007
18913,2422,4528,b'Rugby World Cup 2011',b'F1 2011',09/06/2011,09/20/2011
18914,328,3813,b'Disney Sing It',b'Disney Infinity: Toy Story Play Set',10/21/2008,10/22/2013
18915,2233,4136,b'Nobunaga no Yabou: Tendou',b'Atelier Elie: Salburg no Renkinjutsushi 2',03/04/2010,03/21/2008
18916,348,938,b'Dragon Age: Origins - Ultimate Edition',"b""Borderlands 2: Tiny Tina's Assault on Dragon Keep""",10/25/2010,06/25/2013
18917,2722,1753,b'Tomb Raider Trilogy',b'Tomb Raider: Hitman: Absolution Weapon Pack 2',03/22/2011,03/26/2013
18918,1229,5674,b'The Walking Dead: Episode 1: A New Day',"b""A Snowman's Survival""",04/27/2012,11/29/2010
18919,2067,2029,b'Marvel Super Hero Squad: Comic Combat',b'Band Hero',11/15/2011,11/03/2009
18920,202,3620,b'Castlevania Lords of Shadow - Mirror of Fate HD',b'Castlevania: Lords of Shadow',10/25/2013,10/05/2010
18921,1601,4584,b'Cloudy With a Chance of Meatballs',b'Harvest Moon: A Wonderful Life (Special Edition)',09/18/2009,09/18/2012
18922,1460,4122,"b""Assassin's Creed: Freedom Cry""","b""Assassin's Creed (Limited Edition)""",12/17/2013,11/14/2007
18923,1867,2371,b'Guardians of Middle-Earth',b'LEGO The Lord of the Rings: Middle-earth Character Pack 2',12/04/2012,12/11/2012
18924,1102,2096,b'Sonic the Hedgehog',b'Sonic Adventure 2',11/14/2006,10/05/2012
18925,343,2725,b'Double Fine Happy Action Theater',b'Memories Off 6: Double Pack',02/01/2012,08/25/2009
18926,63,5677,"b""Assassin's Creed: Revelations""","b""Assassin's Creed: Brotherhood""",11/15/2011,11/16/2010
18927,2859,1577,b'Angry Birds Star Wars',b'Blazing Star',,08/21/2012
18928,2241,1898,"b""Oddworld: Stranger's Wrath HD""","b""Oddworld: Munch's Oddysee HD""",12/27/2011,12/19/2012
18929,2630,5438,b'Tekken 6',b'Tekken Tag Tournament 2',10/27/2009,09/11/2012
18930,1271,4266,b'Tomb Raider: The Final Hours Edition',b'Final Fantasy XIII-2',03/05/2013,01/31/2012
18931,178,3142,b'Call of Duty 3',b'Call of Duty: World at War',11/07/2006,11/11/2008
18932,3332,5088,b'My Fitness Coach',b'My Horse & Me',12/02/2008,02/05/2008
18934,3565,1951,b'Super Mario 64',b'Mario & Sonic at the Olympic Winter Games',11/19/2006,10/13/2009
18935,1080,2408,b'Skylanders Giants',b'Skylanders Giants',10/21/2012,10/31/2012
18936,116,2554,b'Bioshock 2',"b""BioShock 2: Minerva's Den""",02/09/2010,08/31/2010
18937,1113,918,b'Space Invaders Infinity Gene',b'Dead Space',09/15/2010,10/14/2008
18938,238,3079,b'Crash of the Titans',b'Crash: Mind over Mutant',10/04/2007,10/07/2008
18939,1231,2110,b'The Walking Dead: Episode 3: Long Road Ahead',b'Sonic the Hedgehog 4: Episode II',08/29/2012,05/16/2012
18940,278,898,b'Dead Block',b'Dead Block',07/06/2011,07/06/2011
18941,2223,136,b'NHL 2K8',b'Major League Baseball 2K8',09/10/2007,03/04/2008
18942,1997,4535,b'Legends: Warriors of Troy',b'Faery: Legends of Avalon',03/15/2011,01/12/2011
18943,2551,2392,b'Soldner-X 2: Final Prototype',b'Lightning Returns: Final Fantasy XIII - Shogun',05/25/2010,01/28/2014
18944,1452,230,"b""Assassin's Creed""","b""Assassin's Creed: Brotherhood (Codex Edition)""",11/13/2007,11/19/2010
18945,2371,181,b'Resident Evil Raccoon City Special Edition',b'Resident Evil: Code: Veronica X',03/20/2012,09/27/2011
18946,838,1112,b'Need for Speed: Undercover',b'Need for Speed: Undercover',11/07/2008,11/18/2008
18947,1185,5203,b'The Club',b'Midnight Club: Los Angeles (Complete Edition)',02/09/2009,10/09/2009
18948,1029,3573,b'Sam & Max Beyond Time and Space',b'Dead Space 3',10/14/2009,02/08/2013
18949,2278,4191,b'Planet 51',b'Lost Planet 3',11/17/2009,08/27/2013
18950,2517,520,b'SingStar: Back to the 80s',b'SingStar Vol.2',10/28/2011,06/20/2008
18951,1190,5844,b'The Elder Scrolls IV: Oblivion -- Game of the Year Edition',b'The Elder Scrolls IV: Knights of the Nine',09/10/2007,11/21/2006
18952,1589,3309,b'Castlevania: Lords of Shadow Collection',b'Castlevania: Lords of Shadow - Mirror of Fate',11/05/2013,10/30/2013
18953,2362,1423,"b""Red Johnson's Chronicles - One Against All""",b'Red Dead Redemption: Game of the Year Edition',09/11/2012,10/11/2011
18954,1267,1185,b'Tomb Raider (2013)',b'Tomb Raider: Caves and Cliffs Multiplayer Map Pack',03/05/2013,03/19/2013
18955,3599,4458,b'The Conduit',b'The Conduit',06/23/2009,06/25/2009
18956,1264,6573,"b""Tom Clancy's Splinter Cell: Blacklist""","b""Tom Clancy's Splinter Cell: Blacklist""",08/20/2013,08/20/2013
18957,438,1289,b'FIFA Street',b'Super Street Fighter IV',03/16/2012,04/27/2010
18958,2721,1746,"b""Tomb Raider Survival/Collector's Edition""",b'Tomb Raider: Chronicles',03/05/2013,01/12/2011
18959,1838,6224,b'God of War Origins Collection',b'Civil War: Secret Missions',09/13/2011,11/04/2008
18960,3025,4795,b'DJ Hero',b'Guitar Hero: Aerosmith',10/27/2009,06/29/2008
18961,3374,1973,b'New Play Control!: Mario Power Tennis',b'NES Play Action Football',,09/10/2007
18962,650,1491,b'Lips',b'Lips: I \xe2\x99\xa5 the 80s',11/18/2008,04/02/2010
18963,2291,1563,b'Prince of Persia (2008) Limited Edition',b'Prince of Persia: Warrior Within',12/02/2008,12/15/2010
18964,1446,1239,b'Armored Core: For Answer',b'Armored Core: For Answer',09/16/2008,09/18/2008
18966,1565,3557,b'Call of Duty Classic',b'Call of Duty: Modern Warfare 2 - Resurgence Package',12/02/2009,07/06/2010
18967,3084,1858,b'Final Fantasy Crystal Chronicles: Echoes of Time',b'Final Fantasy: Mystic Quest',06/29/2009,09/24/2010
18968,1571,1072,b'Call of Duty: Modern Warfare 3',b'Call of Duty: MW3 - Content Pack 9',11/08/2011,10/05/2012
18969,191,3145,b'Call of Juarez: Gunslinger',b'Call of Duty: World at War - Map Pack 2',05/22/2013,06/11/2009
18970,115,2561,b'BioShock',b'BioShock Infinite: Burial at Sea - Episode One',08/21/2007,11/12/2013
18971,2084,2207,b'Medal of Honor: Airborne',b'Medal of Honor',11/19/2007,06/02/2009
18972,2902,2651,b'Big Catch Bass Fishing 2',b'Big Beach Sports',,06/23/2008
18973,1838,3211,b'God of War Origins Collection',b'God of War II',09/13/2011,04/21/2011
18974,2189,2241,b'NBA Unrivaled',b'NBA Live 09',11/12/2009,10/10/2008
18975,700,3760,b'Marvel Ultimate Alliance / Forza 2 Combo Pack',b'Skylanders: Swap Force - Nitro Magna Charge / Free Ranger',05/29/2007,10/13/2013
18976,2717,4065,"b""Tom Clancy's Splinter Cell HD Trilogy""","b""Tom Clancy's Rainbow Six: Vegas 2""",09/27/2011,03/18/2008
18977,1334,57,b'Viva Pi\xc3\xb1ata: Trouble in Paradise',"b""Skylanders: Spyro's Adventure - Whirlwind / Double Trouble / Drill Sergeant""",09/02/2008,01/01/2012
18978,2312,6094,b'Puzzle Agent',"b""YoYo's Puzzle Park""",04/19/2011,06/28/2007
18979,370,1499,b'Dynasty Warriors 6: Empires',b'Samurai Warriors 2: Empires',06/23/2009,02/27/2007
18980,2171,5796,b'NBA 09 The Inside',b'NCAA Football 09',10/07/2008,07/15/2008
18981,3241,1137,b'LEGO Star Wars: The Complete Saga',"b""LEGO Harry Potter: Years 1-4  (Collector's Edition)""",11/06/2007,06/25/2010
18982,1798,3423,b'Fight Night  Champion',b'Fight Night: Round 4',03/01/2011,06/25/2009
18983,3536,5188,b'Sonic and the Secret Rings',"b""Skylanders: Spyro's Adventure - Wrecking Ball / Stealth Elf / Sonic Boom""",02/20/2007,11/15/2011
18984,115,2567,b'BioShock',b'BioShock Infinite (Ultimate Songbird Edition)',08/21/2007,03/26/2013
18985,2405,2991,b'Rock Band: Country Track Pack 2',b'Guitar Hero III: Legends of Rock',02/01/2011,10/28/2007
18986,93,3337,b'Battlefield: Bad Company 2',b'Battlefield: Bad Company',03/02/2010,06/23/2008
18987,249,6395,b'CSI: Fatal Conspiracy',"b""Robert Ludlum's The Bourne Conspiracy""",10/26/2010,06/03/2008
18988,2430,2215,"b""Sackboy's Prehistoric Moves""","b""Medieval Moves: Deadmund's Quest""",12/14/2010,11/15/2011
18989,2361,1786,"b""Red Johnson's Chronicles""",b'White Knight Chronicles (EX Edition)',04/19/2011,10/08/2009
18990,1233,6680,b'The Walking Dead: Episode 5: No Time Left',b'On the Rain-Slick Precipice of Darkness: Episode Two',11/21/2012,10/29/2008
18991,26,4167,b'Alan Wake: The Writer',"b""Alan Wake (Limited Collector's Edition)""",10/12/2010,05/14/2010
18992,1997,3785,b'Legends: Warriors of Troy',b'Dynasty Warriors 8',03/15/2011,07/16/2013
18993,2230,834,b'Ninja Gaiden Sigma',"b""Ninja Gaiden 3 (Collector's Edition)""",07/03/2007,03/20/2012
18994,296,3576,b'Dead to Rights: Retribution',b'Dead to Rights: Retribution',04/27/2010,01/01/2010
18995,1118,2082,b'Spider-Man 3',b'The Amazing Spider-Man: Oscorp Search and Destroy Pack',05/04/2007,09/26/2012
18996,2140,598,b'Motorstorm rc',b'MotorStorm: RC',,02/22/2012
18997,690,255,b'Major League Baseball 2K7',b'NBA 2K7',02/26/2007,09/25/2006
18998,515,309,b'Guitar Hero: World Tour',b'Guitar Hero III: Legends of Rock',10/26/2008,10/28/2007
18999,671,6039,b'Madden NFL 09',b'NASCAR 09',08/12/2008,06/11/2008
19000,1010,5494,b'Rockstar Games Collection: Edition 1',b'3 in 1: Game Compilation',10/30/2012,05/18/2010
19001,3217,2806,b'King of Fighters Collection: The Orochi Saga',"b""The King of Fighters '97""",12/08/2008,09/06/2011
19002,893,3855,b'Perfect Dark Zero',"b""Skylanders: Spyro's Adventure - Dark Spyro""",11/18/2005,04/01/2012
19003,522,5455,b'Halo 4',b'Halo 4: Castle Map Pack',11/06/2012,04/08/2013
19004,2847,6523,b'Alice in Wonderland',b'Alice in Wonderland',03/02/2010,03/04/2010
19005,1875,2990,b'Guitar Hero: World Tour',b'Guitar Hero: Aerosmith',10/26/2008,06/29/2008
19006,3480,3042,b'Rogue Trooper: Quartz Zone Massacre',b'Rogue Trooper',11/24/2009,02/01/2009
19007,146,4309,b'Borderlands - Game of the Year Edition',b'Left 4 Dead: Game of the Year Edition',10/12/2010,05/12/2009
19008,1862,2978,b'GRID Autosport',b'GRID 2: Classic GRID Pack',06/24/2014,11/12/2013
19009,2444,2019,b'SAW',b'Saw',10/06/2009,10/06/2009
19010,1062,3271,b'Shellshock 2: Blood Trails',b'50 Cent: Blood on the Sand',02/24/2009,02/20/2009
19011,1502,2530,b'Beyond Good & Evil HD',b'Beyond Good & Evil',06/28/2011,06/28/2011
19012,3133,3020,b'Guitar Hero 5',"b""Strong Bad's Cool Game for Attractive People: Episode 5 - 8-Bit Is Enough""",09/01/2009,12/15/2008
19013,671,2279,b'Madden NFL 09',b'Madden NFL 11',08/12/2008,08/10/2010
19014,1458,249,"b""Assassin's Creed Rogue""","b""Assassin's Creed IV: Black Flag - Freedom Cry""",11/11/2014,12/17/2013
19015,3122,4783,b'Gradius ReBirth',b'Gradius',03/09/2009,01/08/2007
19016,1662,5443,b'Deadliest Warrior: Legends',b'Test Drive: Ferrari Racing Legends',07/26/2011,07/03/2012
19017,2890,4920,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Legendary Stealth Elf',,10/21/2012
19018,257,573,b'Dance Dance Revolution Universe',b'Deus Ex: Human Revolution (Augmented Edition)',03/27/2007,08/23/2011
19019,483,1818,b'Get Up And Dance HITS!',b'Dance Dance Revolution Universe 2',10/09/2012,12/04/2007
19020,2742,2186,b'Tron: Evolution',b'PES 2008: Pro Evolution Soccer',12/07/2010,10/25/2007
19021,2235,5596,b'NPPL Championship Paintball 2009',b'World Snooker Championship 2005',11/18/2008,07/25/2012
19022,257,3364,b'Dance Dance Revolution Universe',b'Karaoke Revolution: Glee - Volume 3',03/27/2007,11/22/2011
19023,601,1372,b'Kinect Disneyland Adventures',b'LEGO Indiana Jones: The Original Adventures / Kung Fu Panda',11/15/2011,01/01/2008
19024,2377,187,b'Resistance 2',b'Resistance 2',10/04/2008,11/04/2008
19025,2530,3698,b'Skylanders Giants',b'Skylanders Giants: Eye-Brawl',10/21/2012,01/25/2013
19026,2713,4064,"b""Tom Clancy's H.A.W.X. 2""","b""Tom Clancy's Rainbow Six: Vegas""",09/07/2010,06/27/2007
19027,826,5312,b'NCAA March Madness 07',b'Pinball Arcade Table Pack 1: Medieval Madness and The Machine: Bride of Pin*Bot',01/17/2007,05/18/2012
19028,2584,2458,b'Spider-Man: Web of Shadows',b'Spider-Man 3',10/21/2008,05/04/2007
19030,845,1117,b'NHL 09',b'NFL Head Coach 09',09/10/2008,09/02/2008
19031,431,270,b'FIFA 09',b'NCAA Football 09',10/13/2008,07/15/2008
19032,2366,177,b'Resident Evil 5',b'Resident Evil 6',03/13/2009,10/02/2012
19033,59,5677,"b""Assassin's Creed IV: Black Flag""","b""Assassin's Creed: Brotherhood""",10/29/2013,11/16/2010
19034,2285,6300,b'Playstation Plus Membership',b'PlayStation All-Stars Battle Royale',12/01/2013,11/20/2012
19035,3709,1262,b'Wii Sports Resort',b'Wii Sports',07/26/2009,11/19/2006
19036,2723,3438,b'Tomb Raider: The Final Hours Edition',"b""Final Fantasy XIII-2 (Collector's Edition)""",03/05/2013,01/31/2012
19037,2259,1242,b'Penny Arcade Adventures: Episode Two',b'Army of Two: The 40th Day',10/30/2008,01/12/2010
19038,1424,6653,b'Alien: Isolation',b'Alien Breed Trilogy',10/07/2014,06/13/2012
19039,2727,6633,"b""Tony Hawk's Proving Ground""",b'Metal Gear Solid V: Ground Zeroes',10/15/2007,03/18/2014
19040,110,5839,b'Big League Sports',b'EA Sports Active 2',11/08/2011,09/16/2010
19041,979,1707,b'Resident Evil Code: Veronica X HD',"b""Resident Evil 6 (Collector's Edition)""",09/27/2011,10/02/2012
19042,779,4282,b'Naruto Shippuden: Ultimate Ninja Storm 3',b'Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled',03/05/2013,08/05/2009
19043,218,4494,"b""Clive Barker's Jericho""","b""Clive Barker's Jericho (Special Edition)""",10/23/2007,01/01/2007
19044,1459,238,"b""Assassin's Creed: Brotherhood""","b""Assassin's Creed III: Benedict Arnold""",11/16/2010,10/30/2012
19045,8,4717,b'A Kingdom for Keflings',b'A Fading Melody',09/12/2009,03/20/2009
19046,1770,4530,b'F1 Race Stars',b'F1 2013',11/13/2012,10/08/2013
19047,1376,6327,b'X-Men Origins: Wolverine',"b""Dragon Age: Origins (Collector's Edition)""",05/01/2009,11/03/2009
19048,542,3284,b'Hasbro Family Game Night Fun Pack',b'ABC Fun',11/01/2011,06/21/2010
19049,3731,4621,b'WWE SmackDown vs. Raw 2011',b'WWE Smackdown vs. Raw 2008',10/26/2010,11/13/2007
19050,2968,3513,b'Counter Force',b'Skylanders: Swap Force - Magna Charge',10/03/2007,10/13/2013
19051,604,5385,b'Kinect Rush: A Disney Pixar Adventure',b'Fruit Ninja Kinect: 8-bit Cartridge',03/20/2012,08/31/2012
19052,2213,1343,b'NFL Tour',b'Tiger Woods PGA Tour 09',01/08/2008,08/26/2008
19053,59,2697,"b""Assassin's Creed IV: Black Flag""","b""Assassin's Creed: Revelations - The Lost Archive""",10/29/2013,02/28/2012
19054,1993,3895,b'Lead and Gold: Gangs of the Wild West',b'Far Cry: The Wild Expedition',05/04/2010,02/12/2014
19055,1825,2974,b'G.I. Joe: The Rise of Cobra',b'Green Lantern: Rise of the Manhunters',08/04/2009,06/07/2011
19056,456,1455,b'Forza Motorsport 3',b'Forza Horizon: 1000 Club Expansion Pack',10/27/2009,04/16/2013
19057,691,420,b'Major League Baseball 2K8',b'UEFA Champions League 2006-2007',03/03/2008,03/20/2007
19058,3613,3515,b'The Legend of Spyro: Dawn of the Dragon',b'Skylanders: Swap Force - Mega Ram Spyro (Series 3) / Blizzard Chill (Series 2) / Zoo Lou',10/21/2008,10/13/2013
19059,1774,4538,b'Fallout 3',b'Fallout 3: Broken Steel',10/28/2008,09/24/2009
19060,2362,1431,"b""Red Johnson's Chronicles - One Against All""",b'Red Faction: Guerrilla - Demons of the Badlands',09/11/2012,08/13/2009
19061,1164,4283,b'Tekken 6',b'Tekken 6',10/27/2009,10/30/2009
19062,1502,1445,b'Beyond Good & Evil HD',b'Resident Evil 5: Gold Edition',06/28/2011,02/18/2010
19063,2890,6143,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Spyro (Series 2)',,10/21/2012
19064,2354,1083,b'Red Baron Arcade',b'Capcom Arcade Cabinet',09/18/2008,02/19/2013
19065,447,6209,b'Final Fight: Double Impact',"b""Final Fantasy XIII-2: Serah's Outfit - Summoner's Garb""",04/14/2010,06/11/2012
19066,344,6337,b'Dragon Age II',"b""Dragon Age: Origins - Warden's Keep""",03/08/2011,11/02/2009
19067,541,2876,b'Hasbro Family Game Night 4: The Game Show',b'Family Feud: 2012 Edition',11/01/2011,10/18/2011
19068,1200,980,b'The History Channel: Civil War - A Nation Divided',"b""Final Fantasy XI Online: A Moogle Kupo d'Etat""",11/10/2006,07/05/2009
